Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os02g0122100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	6.62896371779018e-25	
Os08g0545500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.8	3.17889337784825e-24	
Os02g0606700	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	1.11916216565998e-21	
Os08g0545500	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.8	1.63811627516425e-16	
Os07g0154100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.8	8.08367082560368e-14	
Os07g0154100	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.8	7.3660210496766e-12	
Os02g0802500	oryza sativa	E-MTAB-3834	'submergence low oxygen' vs 'normal air'	4.8	5.7257767794129e-11	
Os12g0489300	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	4.8	3.27111591983367e-10	
Os05g0195200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.8	4.03228221004027e-9	
Os10g0528100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.8	1.18732711983425e-8	
Os02g0313700	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.8	1.61838523865889e-8	
Os05g0195200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.8	2.06315357930418e-8	
Os03g0267200	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.8	2.555141343091e-8	
Os09g0439200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.8	2.94713438884202e-8	
Os12g0617400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.8	4.46888111134739e-8	
Os07g0561300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.8	8.71378831470349e-8	
Os12g0617400	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.8	1.08314018384987e-7	
Os12g0555000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.8	1.17701578660748e-7	
Os02g0662000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	4.8	1.18509615816541e-7	
Os04g0301500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.8	2.38485265944825e-7	
Os01g0658900	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.8	3.32079949815821e-7	
Os08g0374600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.8	4.95294990613309e-7	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.8	8.11635323263188e-7	
Os11g0684000	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.8	0.00000269469546350993	
Os07g0561300	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.8	0.00000270653101888535	
Os04g0659300	oryza sativa	E-GEOD-35843	'Meloidogyne graminicola' vs 'mock' in 'root tip' at '7 day'	4.8	0.00000287159565166033	
Os08g0196700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-4.8	0.0000200876288879605	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.8	0.0000294423231244084	
Os11g0684000	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A' vs 'Nipponbare; mock'	4.8	0.0000303710865877781	
Os04g0659300	oryza sativa	E-GEOD-45724	'alkali; K83' vs 'control; K83'	4.8	0.0000370883389412468	
Os05g0381400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	4.8	0.0000397252611536624	
Os02g0134200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.0000579133331493482	
Os09g0522000	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.0000879776607044306	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	4.8	0.000093804502733894	
Os09g0127300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	4.8	0.0000982362192953204	
Os09g0522000	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.8	0.000102659983930629	
Os01g0727500	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.8	0.000138722486490944	
Os09g0127300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; mock'	4.8	0.000181336964821371	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.8	0.00029548146712549	
Os02g0661100	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.8	0.000350009911891478	
Os05g0211100	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.8	0.00047404713132601	
Os04g0401700	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	4.8	0.000706576282122734	
Os04g0659300	oryza sativa	E-GEOD-29967	'Taichung Native 1; sensitive variety to brown planthopper; 24 hour' vs 'Taichung Native 1; sensitive variety to brown planthopper; 0 hour'	4.8	0.000783618485497866	
Os06g0141200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	-4.8	0.000881814852376145	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.8	0.00111277285074701	
Os03g0300400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.8	0.00112876610548495	
Os02g0736200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	0.00214293163106222	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.8	0.00378188831998059	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.8	0.0077312718280109	
Os12g0106200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	0.020311740819102	
Os03g0125100	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	4.7	1.75009208183874e-195	
Os03g0820300	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.7	3.23973211961257e-124	
Os10g0456800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.7	5.29525342770949e-100	
Os03g0169600	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-4.7	3.30215284796279e-80	
Os02g0134200	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.7	2.82133516519659e-53	
Os05g0421600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.7	3.81603111042353e-41	
Os02g0618400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.7	3.24456520036306e-39	
Os01g0372500	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	-4.7	3.49532177236228e-37	
Os01g0733200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP2286' vs 'mock'	4.7	1.90994037257062e-23	
Os03g0576200	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-4.7	2.91379418521914e-17	
Os06g0561000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.7	2.19326939455707e-14	
Os06g0653000	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.7	3.69304306831689e-9	
Os05g0195200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.7	8.24696435792436e-9	
Os04g0541700	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.7	1.28411997601633e-8	
Os06g0653000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.7	1.85068744455948e-8	
Os02g0536500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	4.7	2.45117035735583e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.7	3.02140239431872e-8	
Os09g0555500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.7	4.20842090392766e-8	
Os04g0541700	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.7	4.46888111134739e-8	
Os04g0560600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.7	7.56108025451922e-8	
Os04g0560600	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.7	8.9421137250721e-8	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	1.13447913696172e-7	
Os03g0223400	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.7	1.53289801207384e-7	
Os06g0127100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.7	1.76152870865288e-7	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.7	1.87311407794242e-7	
Os01g0197700	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.7	2.16927543537397e-7	
Os03g0230300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.7	2.53786214142491e-7	
Os03g0815100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.7	3.53372080395067e-7	
Os03g0180800	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.7	9.18445402185081e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000181593696461296	
Os09g0522200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.00000484714824123982	
Os02g0749700	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.7	0.00000535686087234673	
Os12g0150200	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.00000890600485504052	
Os04g0517100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000120386449524415	
Os01g0733200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000148279783011642	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.7	0.0000157481649037618	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.7	0.0000161122643512108	
Os02g0134200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.0000209406122035771	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'endosperm'	-4.7	0.0000221879463722371	
Os07g0561300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000239882918258246	
Os09g0522200	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.7	0.0000255333295841092	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0000264286202159534	
Os01g0862800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.7	0.0000583505413065183	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.7	0.0000584274504681606	
Os09g0127300	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	4.7	0.0000883052915318563	
Os05g0211100	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.7	0.000108598617557594	
Os02g0662000	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.7	0.000111393389579397	
Os11g0684000	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.7	0.000129621551274673	
Os05g0349800	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-4.7	0.000199003545567535	
Os02g0759400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.7	0.000636824372177813	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; none'	4.7	0.00071383409696143	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.7	0.00102682912392772	
Os03g0300400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.7	0.00118288083867201	
Os04g0578000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.7	0.00130152844836056	
Os04g0301500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.7	0.00346007053540301	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	-4.7	0.00361528066180832	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	-4.7	0.00403730869888652	
Os04g0659300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.7	0.00809854145051068	
Os03g0186900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.7	0.0110083062298253	
Os03g0820300	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pish; water; susceptible' at '3 day'	4.7	0.0332298320474702	
Os08g0504700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.6	9.96148671502933e-174	
Os03g0761100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.6	1.07799406545942e-113	
Os10g0521000	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	4.6	5.27724741287984e-78	
Os10g0370500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	4.6	2.01516679621255e-68	
Os04g0473900	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '510 hour'	-4.6	1.49030265612124e-58	
Os01g0615100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.6	2.09211413788172e-48	
Os01g0841500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	1.54894054147035e-44	
Os10g0370500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.6	4.15136898911357e-35	
Os06g0604000	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 10 degree celsius'	-4.6	9.13998360258965e-25	
Os02g0669100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	3.57436688155077e-22	
Os02g0327000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	2.50395348328468e-20	
Os03g0336100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	4.6	8.36200792536204e-20	
Os08g0374701	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-4.6	7.05931542303908e-18	
Os11g0211800	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.6	9.20983806191037e-18	
Os08g0546800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	-4.6	5.19774679230253e-14	
Os06g0726300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.6	1.1880522204378e-11	
Os01g0633500	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.6	5.05866385254707e-11	
Os05g0211100	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.6	9.03480650640267e-10	
Os06g0653000	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	4.6	1.39968009477847e-8	
Os05g0195200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.6	3.09397347640957e-8	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.6	4.76037591831533e-8	
Os02g0669100	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.6	5.2378359508448e-8	
Os02g0536500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	4.6	8.72056115539136e-8	
Os12g0617400	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	8.8186426485617e-8	
Os04g0612000	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.6	1.89987621209564e-7	
Os04g0517100	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.6	2.79189774230364e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	6.1304768731558e-7	
Os04g0541700	oryza sativa	E-GEOD-39432	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.6	6.37726783534629e-7	
Os10g0177200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.6	7.90746888783625e-7	
Os01g0136200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.6	0.00000104098248775068	
Os02g0736400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.6	0.00000156227016963204	
Os09g0522200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.6	0.00000207907411019434	
Os05g0381400	oryza sativa	E-MTAB-5118	'60:1 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.6	0.00000251260281314769	
Os08g0196700	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	-4.6	0.00000606953550586412	
Os03g0267200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.6	0.00000824774864200869	
Os12g0555000	oryza sativa	E-GEOD-60823	'spx1 spx2 mutant' vs 'wild type' in 'phosphate 200 micromolar'	4.6	0.0000134431918047556	
Os02g0138900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.6	0.0000145515836091465	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.6	0.0000231999633961234	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.6	0.0000233936032755353	
Os01g0727500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.6	0.0000256591048373068	
Os01g0136200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.6	0.0000265706210223919	
Os03g0315400	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.6	0.0000357853560564685	
Os11g0211800	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.6	0.0000361211099564582	
Os02g0759400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.6	0.0000362644689809538	
Os12g0150200	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	4.6	0.0000385501403813639	
Os04g0517100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.6	0.0000583423036792171	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.6	0.000130897259873335	
Os02g0818000	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	4.6	0.000134751215778588	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.6	0.000175374135785356	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.6	0.000208231804459128	
Os04g0659300	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	4.6	0.00024344383540251	
Os08g0196700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-4.6	0.000251416547348657	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.6	0.000308549142493737	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.6	0.000422392200880502	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.6	0.000469719501431042	
Os04g0452500	oryza sativa	E-GEOD-21396	'1.2-1.5 mm' vs '0.7-1.0 mm' in 'anther'	-4.6	0.000916279762861656	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.6	0.00180386678313699	
Os01g0930400	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '3 day' vs 'pish; water; susceptible' at '3 day'	4.6	0.00510082029468717	
Os03g0180800	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	-4.6	0.0068965204100443	
Os04g0301500	oryza sativa	E-GEOD-39298	'Epi-df' vs 'wild type'	-4.6	0.0393416472614199	
Os10g0456800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.5	3.65109700032139e-128	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.5	2.76327964599976e-106	
Os09g0439200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.5	2.65549891952613e-65	
Os10g0528100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	4.5	3.35829584741237e-37	
Os05g0542500	oryza sativa	E-GEOD-109341	'sodium chloride; 100 millimolar' vs 'none' in 'Vialone Nano; leaf'	4.5	1.86671624126335e-24	
Os09g0537700	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '12 hour'	-4.5	4.12818350385968e-24	
Os08g0374600	oryza sativa	E-MTAB-6740	'30 degree celsius' vs '10 degree celsius' in 'seed dormant stage; 192 hour'	-4.5	8.39382509065408e-24	
Os05g0276500	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	4.5	5.51894396406557e-21	
Os03g0322900	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-4.5	1.43578366834537e-20	
Os01g0643300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.5	3.05925025941513e-20	
Os02g0759400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.5	1.9000577390458e-17	
Os03g0327800	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.5	2.15178471610891e-13	
Os01g0571300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.5	3.8589443475347e-13	
Os02g0759400	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.5	5.75395578227604e-13	
Os09g0543400	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.5	2.0068776370176e-12	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.5	5.01669858268631e-10	
Os03g0390200	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.5	2.93283052846276e-9	
Os10g0177200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.5	1.80211296803865e-8	
Os12g0617400	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.5	1.96996315857844e-8	
Os10g0576900	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	4.5	3.32011218142063e-8	
Os05g0421600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.5	4.08067136564761e-8	
Os10g0576900	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	4.5	4.49412902452864e-8	
